warehouse_id,sku_id,stock_available,on_hand_qty,in_transit_qty,reorder_point,safety_stock
WH_Mumbai,SKU0,1695,1655,0,281,281
WH_Mumbai,SKU0,1655,1617,0,281,281
WH_Mumbai,SKU0,1617,1588,0,281,281
WH_Mumbai,SKU0,1588,1558,0,281,281
WH_Mumbai,SKU0,1558,1529,0,281,281
WH_Mumbai,SKU0,1529,1504,0,281,281
WH_Mumbai,SKU0,1504,1474,0,281,281
WH_Mumbai,SKU0,1474,1431,0,281,281
WH_Mumbai,SKU0,1431,1402,0,281,281
WH_Mumbai,SKU0,1402,1373,0,281,281
WH_Mumbai,SKU0,1373,1345,0,281,281
WH_Mumbai,SKU0,1345,1329,0,281,281
WH_Mumbai,SKU0,1329,1298,0,281,281
WH_Mumbai,SKU0,1298,1265,0,281,281
WH_Mumbai,SKU0,1265,1222,0,281,281
WH_Mumbai,SKU0,1222,1190,0,281,281
WH_Mumbai,SKU0,1190,1167,0,281,281
WH_Mumbai,SKU0,1167,1101,0,281,281
WH_Mumbai,SKU0,1101,1073,0,281,281
WH_Mumbai,SKU0,1073,1043,0,281,281
WH_Mumbai,SKU0,1043,1015,0,281,281
WH_Mumbai,SKU0,1015,977,0,281,281
WH_Mumbai,SKU0,977,960,0,281,281
WH_Mumbai,SKU0,960,934,0,281,281
WH_Mumbai,SKU0,934,902,0,281,281
WH_Mumbai,SKU0,902,877,0,281,281
WH_Mumbai,SKU0,877,845,0,281,281
WH_Mumbai,SKU0,845,805,0,281,281
WH_Mumbai,SKU0,805,768,0,281,281
WH_Mumbai,SKU0,768,749,0,281,281
WH_Mumbai,SKU0,749,724,0,281,281
WH_Mumbai,SKU0,724,701,0,281,281
WH_Mumbai,SKU0,701,677,0,281,281
WH_Mumbai,SKU0,677,651,0,281,281
WH_Mumbai,SKU0,651,616,0,281,281
WH_Mumbai,SKU0,616,584,0,281,281
WH_Mumbai,SKU0,584,564,0,281,281
WH_Mumbai,SKU0,564,539,0,281,281
WH_Mumbai,SKU0,539,506,0,281,281
WH_Mumbai,SKU0,506,478,0,281,281
WH_Mumbai,SKU0,478,452,0,281,281
WH_Mumbai,SKU0,452,426,0,281,281
WH_Mumbai,SKU0,426,393,0,281,281
WH_Mumbai,SKU0,393,365,0,281,281
WH_Mumbai,SKU0,365,343,0,281,281
WH_Mumbai,SKU0,343,316,0,281,281
WH_Mumbai,SKU0,316,295,0,281,281
WH_Mumbai,SKU0,295,273,177,281,281
WH_Mumbai,SKU0,273,238,389,281,281
WH_Mumbai,SKU1,53,28,1062,1104,1104
WH_Mumbai,SKU1,28,7,2145,1104,1104
WH_Mumbai,SKU1,7,0,3235,1104,1104
WH_Mumbai,SKU1,0,0,4325,1104,1104
WH_Mumbai,SKU1,0,0,5415,1104,1104
WH_Mumbai,SKU1,0,0,6505,1104,1104
WH_Mumbai,SKU1,0,0,7595,1104,1104
WH_Mumbai,SKU1,0,0,8685,1104,1104
WH_Mumbai,SKU1,0,0,9775,1104,1104
WH_Mumbai,SKU1,0,0,10865,1104,1104
WH_Mumbai,SKU1,0,0,11955,1104,1104
WH_Mumbai,SKU1,0,0,13045,1104,1104
WH_Mumbai,SKU1,0,0,14135,1104,1104
WH_Mumbai,SKU1,0,0,15225,1104,1104
WH_Mumbai,SKU1,0,0,16315,1104,1104
WH_Mumbai,SKU1,0,0,17405,1104,1104
WH_Mumbai,SKU1,0,0,18495,1104,1104
WH_Mumbai,SKU1,0,0,19585,1104,1104
WH_Mumbai,SKU1,0,0,20675,1104,1104
WH_Mumbai,SKU1,0,0,21765,1104,1104
WH_Mumbai,SKU1,0,0,22855,1104,1104
WH_Mumbai,SKU1,0,0,23945,1104,1104
WH_Mumbai,SKU1,0,0,25035,1104,1104
WH_Mumbai,SKU1,0,0,26125,1104,1104
WH_Mumbai,SKU1,0,0,27215,1104,1104
WH_Mumbai,SKU1,0,0,28305,1104,1104
WH_Mumbai,SKU1,0,0,29395,1104,1104
WH_Mumbai,SKU1,0,0,30485,1104,1104
WH_Mumbai,SKU1,0,0,31575,1104,1104
WH_Mumbai,SKU1,0,0,32665,1104,1104
WH_Mumbai,SKU1,0,1062,31640,1104,1104
WH_Mumbai,SKU1,1062,2126,30557,1104,1104
WH_Mumbai,SKU1,2126,3180,29467,1104,1104
WH_Mumbai,SKU1,3180,4248,28377,1104,1104
WH_Mumbai,SKU1,4248,5311,27287,1104,1104
WH_Mumbai,SKU1,5311,6325,26197,1104,1104
WH_Mumbai,SKU1,6325,7393,25107,1104,1104
WH_Mumbai,SKU1,7393,8461,24017,1104,1104
WH_Mumbai,SKU1,8461,9530,22927,1104,1104
WH_Mumbai,SKU1,9530,10589,21837,1104,1104
WH_Mumbai,SKU1,10589,11653,20747,1104,1104
WH_Mumbai,SKU1,11653,12711,19657,1104,1104
WH_Mumbai,SKU1,12711,13771,18567,1104,1104
WH_Mumbai,SKU1,13771,14837,17477,1104,1104
WH_Mumbai,SKU1,14837,15908,16387,1104,1104
WH_Mumbai,SKU1,15908,16974,15297,1104,1104
WH_Mumbai,SKU1,16974,18033,14207,1104,1104
WH_Mumbai,SKU1,18033,19100,13117,1104,1104
WH_Mumbai,SKU1,19100,20159,12027,1104,1104
WH_Mumbai,SKU1,20159,21235,10937,1104,1104
WH_Mumbai,SKU1,21235,22300,9847,1104,1104
WH_Mumbai,SKU1,22300,23362,8757,1104,1104
WH_Mumbai,SKU1,23362,24430,7667,1104,1104
WH_Mumbai,SKU1,24430,25500,6577,1104,1104
WH_Mumbai,SKU1,25500,26566,5487,1104,1104
WH_Mumbai,SKU1,26566,27635,4397,1104,1104
WH_Mumbai,SKU1,27635,28696,3307,1104,1104
WH_Mumbai,SKU1,28696,29751,2217,1104,1104
WH_Mumbai,SKU1,29751,30814,1127,1104,1104
WH_Mumbai,SKU1,30814,31868,37,1104,1104
WH_Mumbai,SKU1,31868,31880,0,1104,1104
WH_Mumbai,SKU1,31880,31852,0,1104,1104
WH_Mumbai,SKU1,31852,31821,0,1104,1104
WH_Mumbai,SKU1,31821,31767,0,1104,1104
WH_Mumbai,SKU1,31767,31746,0,1104,1104
WH_Mumbai,SKU1,31746,31722,0,1104,1104
WH_Mumbai,SKU1,31722,31696,0,1104,1104
WH_Mumbai,SKU1,31696,31655,0,1104,1104
WH_Mumbai,SKU1,31655,31624,0,1104,1104
WH_Mumbai,SKU1,31624,31600,0,1104,1104
WH_Mumbai,SKU1,31600,31577,0,1104,1104
WH_Mumbai,SKU1,31577,31545,0,1104,1104
WH_Mumbai,SKU1,31545,31525,0,1104,1104
WH_Mumbai,SKU1,31525,31502,0,1104,1104
WH_Mumbai,SKU1,31502,31482,0,1104,1104
WH_Mumbai,SKU1,31482,31453,0,1104,1104
WH_Mumbai,SKU1,31453,31426,0,1104,1104
WH_Mumbai,SKU1,31426,31404,0,1104,1104
WH_Mumbai,SKU1,31404,31385,0,1104,1104
WH_Mumbai,SKU1,31385,31361,0,1104,1104
WH_Mumbai,SKU1,31361,31343,0,1104,1104
WH_Mumbai,SKU1,31343,31313,0,1104,1104
WH_Mumbai,SKU1,31313,31284,0,1104,1104
WH_Mumbai,SKU1,31284,31259,0,1104,1104
WH_Mumbai,SKU1,31259,31234,0,1104,1104
WH_Mumbai,SKU1,31234,31214,0,1104,1104
WH_Mumbai,SKU1,31214,31197,0,1104,1104
WH_Mumbai,SKU1,31197,31162,0,1104,1104
WH_Mumbai,SKU1,31162,31091,0,1104,1104
WH_Mumbai,SKU1,31091,31059,0,1104,1104
WH_Mumbai,SKU1,31059,31028,0,1104,1104
WH_Mumbai,SKU1,31028,31006,0,1104,1104
WH_Mumbai,SKU1,31006,30984,0,1104,1104
WH_Mumbai,SKU1,30984,30952,0,1104,1104
WH_Mumbai,SKU1,30952,30922,0,1104,1104
WH_Mumbai,SKU1,30922,30890,0,1104,1104
WH_Mumbai,SKU1,30890,30868,0,1104,1104
WH_Mumbai,SKU1,30868,30847,0,1104,1104
WH_Mumbai,SKU1,30847,30819,0,1104,1104
WH_Mumbai,SKU1,30819,30791,0,1104,1104
WH_Mumbai,SKU1,30791,30762,0,1104,1104
WH_Mumbai,SKU1,30762,30745,0,1104,1104
WH_Mumbai,SKU1,30745,30717,0,1104,1104
WH_Mumbai,SKU1,30717,30696,0,1104,1104
WH_Mumbai,SKU1,30696,30677,0,1104,1104
WH_Mumbai,SKU1,30677,30652,0,1104,1104
WH_Mumbai,SKU1,30652,30633,0,1104,1104
WH_Mumbai,SKU1,30633,30618,0,1104,1104
WH_Mumbai,SKU1,30618,30594,0,1104,1104
WH_Mumbai,SKU1,30594,30563,0,1104,1104
WH_Mumbai,SKU1,30563,30543,0,1104,1104
WH_Mumbai,SKU1,30543,30509,0,1104,1104
WH_Mumbai,SKU1,30509,30484,0,1104,1104
WH_Mumbai,SKU1,30484,30458,0,1104,1104
WH_Mumbai,SKU1,30458,30429,0,1104,1104
WH_Mumbai,SKU1,30429,30403,0,1104,1104
WH_Mumbai,SKU1,30403,30370,0,1104,1104
WH_Mumbai,SKU1,30370,30341,0,1104,1104
WH_Mumbai,SKU1,30341,30320,0,1104,1104
WH_Mumbai,SKU1,30320,30298,0,1104,1104
WH_Mumbai,SKU1,30298,30269,0,1104,1104
WH_Mumbai,SKU1,30269,30236,0,1104,1104
WH_Mumbai,SKU1,30236,30215,0,1104,1104
WH_Mumbai,SKU1,30215,30174,0,1104,1104
WH_Mumbai,SKU1,30174,30133,0,1104,1104
WH_Mumbai,SKU1,30133,30117,0,1104,1104
WH_Mumbai,SKU1,30117,30094,0,1104,1104
WH_Mumbai,SKU1,30094,30070,0,1104,1104
WH_Mumbai,SKU1,30070,30044,0,1104,1104
WH_Mumbai,SKU1,30044,30025,0,1104,1104
WH_Mumbai,SKU1,30025,29998,0,1104,1104
WH_Mumbai,SKU1,29998,29974,0,1104,1104
WH_Mumbai,SKU1,29974,29949,0,1104,1104
WH_Mumbai,SKU1,29949,29926,0,1104,1104
WH_Mumbai,SKU1,29926,29904,0,1104,1104
WH_Mumbai,SKU1,29904,29887,0,1104,1104
WH_Mumbai,SKU1,29887,29869,0,1104,1104
WH_Mumbai,SKU1,29869,29849,0,1104,1104
WH_Mumbai,SKU1,29849,29816,0,1104,1104
WH_Mumbai,SKU1,29816,29782,0,1104,1104
WH_Mumbai,SKU1,29782,29763,0,1104,1104
WH_Mumbai,SKU1,29763,29740,0,1104,1104
WH_Mumbai,SKU1,29740,29709,0,1104,1104
WH_Mumbai,SKU1,29709,29686,0,1104,1104
WH_Mumbai,SKU1,29686,29651,0,1104,1104
WH_Mumbai,SKU1,29651,29617,0,1104,1104
WH_Mumbai,SKU1,29617,29587,0,1104,1104
WH_Mumbai,SKU1,29587,29570,0,1104,1104
WH_Mumbai,SKU1,29570,29543,0,1104,1104
WH_Mumbai,SKU1,29543,29521,0,1104,1104
WH_Mumbai,SKU1,29521,29493,0,1104,1104
WH_Mumbai,SKU1,29493,29469,0,1104,1104
WH_Mumbai,SKU1,29469,29436,0,1104,1104
WH_Mumbai,SKU1,29436,29408,0,1104,1104
WH_Mumbai,SKU1,29408,29385,0,1104,1104
WH_Mumbai,SKU1,29385,29322,0,1104,1104
WH_Mumbai,SKU1,29322,29299,0,1104,1104
WH_Mumbai,SKU1,29299,29273,0,1104,1104
WH_Mumbai,SKU1,29273,29248,0,1104,1104
WH_Mumbai,SKU1,29248,29225,0,1104,1104
WH_Mumbai,SKU1,29225,29197,0,1104,1104
WH_Mumbai,SKU1,29197,29167,0,1104,1104
WH_Mumbai,SKU1,29167,29140,0,1104,1104
WH_Mumbai,SKU1,29140,29122,0,1104,1104
WH_Mumbai,SKU1,29122,29103,0,1104,1104
WH_Mumbai,SKU1,29103,29074,0,1104,1104
WH_Mumbai,SKU1,29074,29043,0,1104,1104
WH_Mumbai,SKU1,29043,29023,0,1104,1104
WH_Mumbai,SKU1,29023,29003,0,1104,1104
WH_Mumbai,SKU1,29003,28985,0,1104,1104
WH_Mumbai,SKU1,28985,28956,0,1104,1104
WH_Mumbai,SKU1,28956,28927,0,1104,1104
WH_Mumbai,SKU1,28927,28889,0,1104,1104
WH_Mumbai,SKU1,28889,28863,0,1104,1104
WH_Mumbai,SKU1,28863,28840,0,1104,1104
WH_Mumbai,SKU1,28840,28810,0,1104,1104
WH_Mumbai,SKU1,28810,28791,0,1104,1104
WH_Mumbai,SKU1,28791,28762,0,1104,1104
WH_Mumbai,SKU1,28762,28729,0,1104,1104
WH_Mumbai,SKU1,28729,28696,0,1104,1104
WH_Bengaluru,SKU2,1,1,88,8,8
WH_Bengaluru,SKU2,1,1,176,8,8
WH_Bengaluru,SKU2,1,1,264,8,8
WH_Bengaluru,SKU2,1,1,352,8,8
WH_Bengaluru,SKU2,1,1,440,8,8
WH_Bengaluru,SKU2,1,1,528,8,8
WH_Bengaluru,SKU2,1,0,616,8,8
WH_Bengaluru,SKU2,0,0,704,8,8
WH_Bengaluru,SKU2,0,0,792,8,8
WH_Bengaluru,SKU2,0,0,880,8,8
WH_Bengaluru,SKU2,0,88,792,8,8
WH_Bengaluru,SKU2,88,176,704,8,8
WH_Bengaluru,SKU2,176,262,616,8,8
WH_Bengaluru,SKU2,262,350,528,8,8
WH_Bengaluru,SKU2,350,436,440,8,8
WH_Bengaluru,SKU2,436,523,352,8,8
WH_Bengaluru,SKU2,523,611,264,8,8
WH_Bengaluru,SKU2,611,698,176,8,8
WH_Bengaluru,SKU2,698,786,88,8,8
WH_Bengaluru,SKU2,786,874,0,8,8
WH_Bengaluru,SKU2,874,873,0,8,8
WH_Bengaluru,SKU2,873,873,0,8,8
WH_Bengaluru,SKU2,873,871,0,8,8
WH_Bengaluru,SKU2,871,871,0,8,8
WH_Bengaluru,SKU2,871,870,0,8,8
WH_Bengaluru,SKU2,870,868,0,8,8
WH_Bengaluru,SKU2,868,866,0,8,8
WH_Bengaluru,SKU2,866,866,0,8,8
WH_Bengaluru,SKU2,866,865,0,8,8
WH_Bengaluru,SKU2,865,865,0,8,8
WH_Bengaluru,SKU2,865,864,0,8,8
WH_Bengaluru,SKU2,864,862,0,8,8
WH_Bengaluru,SKU2,862,861,0,8,8
WH_Bengaluru,SKU2,861,861,0,8,8
WH_Bengaluru,SKU2,861,858,0,8,8
WH_Bengaluru,SKU2,858,858,0,8,8
WH_Bengaluru,SKU2,858,857,0,8,8
WH_Bengaluru,SKU2,857,857,0,8,8
WH_Bengaluru,SKU2,857,855,0,8,8
WH_Bengaluru,SKU2,855,855,0,8,8
WH_Bengaluru,SKU2,855,854,0,8,8
WH_Bengaluru,SKU2,854,853,0,8,8
WH_Bengaluru,SKU2,853,853,0,8,8
WH_Bengaluru,SKU2,853,852,0,8,8
WH_Bengaluru,SKU2,852,852,0,8,8
WH_Bengaluru,SKU2,852,851,0,8,8
WH_Bengaluru,SKU2,851,851,0,8,8
WH_Bengaluru,SKU2,851,850,0,8,8
WH_Bengaluru,SKU2,850,850,0,8,8
WH_Bengaluru,SKU2,850,849,0,8,8
WH_Bengaluru,SKU2,849,848,0,8,8
WH_Bengaluru,SKU2,848,848,0,8,8
WH_Bengaluru,SKU2,848,847,0,8,8
WH_Bengaluru,SKU2,847,846,0,8,8
WH_Bengaluru,SKU2,846,845,0,8,8
WH_Bengaluru,SKU2,845,845,0,8,8
WH_Bengaluru,SKU2,845,844,0,8,8
WH_Bengaluru,SKU2,844,844,0,8,8
WH_Bengaluru,SKU2,844,843,0,8,8
WH_Bengaluru,SKU2,843,842,0,8,8
WH_Bengaluru,SKU2,842,842,0,8,8
WH_Bengaluru,SKU2,842,841,0,8,8
WH_Bengaluru,SKU2,841,840,0,8,8
WH_Bengaluru,SKU2,840,840,0,8,8
WH_Bengaluru,SKU2,840,839,0,8,8
WH_Bengaluru,SKU2,839,839,0,8,8
WH_Bengaluru,SKU2,839,838,0,8,8
WH_Bengaluru,SKU2,838,837,0,8,8
WH_Bengaluru,SKU2,837,835,0,8,8
WH_Bengaluru,SKU2,835,834,0,8,8
WH_Bengaluru,SKU2,834,834,0,8,8
WH_Bengaluru,SKU2,834,833,0,8,8
WH_Bengaluru,SKU2,833,833,0,8,8
WH_Bengaluru,SKU2,833,832,0,8,8
WH_Bengaluru,SKU2,832,831,0,8,8
WH_Bengaluru,SKU2,831,830,0,8,8
WH_Bengaluru,SKU2,830,828,0,8,8
WH_Bengaluru,SKU2,828,828,0,8,8
WH_Bengaluru,SKU2,828,826,0,8,8
WH_Bengaluru,SKU2,826,825,0,8,8
WH_Bengaluru,SKU2,825,824,0,8,8
WH_Bengaluru,SKU2,824,824,0,8,8
WH_Bengaluru,SKU2,824,822,0,8,8
WH_Bengaluru,SKU2,822,822,0,8,8
WH_Bengaluru,SKU2,822,821,0,8,8
WH_Bengaluru,SKU2,821,821,0,8,8
WH_Bengaluru,SKU2,821,820,0,8,8
WH_Bengaluru,SKU2,820,819,0,8,8
WH_Bengaluru,SKU2,819,816,0,8,8
WH_Bengaluru,SKU2,816,816,0,8,8
WH_Bengaluru,SKU2,816,815,0,8,8
WH_Bengaluru,SKU2,815,814,0,8,8
WH_Bengaluru,SKU2,814,813,0,8,8
WH_Bengaluru,SKU2,813,812,0,8,8
WH_Bengaluru,SKU2,812,811,0,8,8
WH_Bengaluru,SKU2,811,811,0,8,8
WH_Bengaluru,SKU2,811,810,0,8,8
WH_Bengaluru,SKU2,810,809,0,8,8
WH_Bengaluru,SKU2,809,809,0,8,8
WH_Bengaluru,SKU2,809,806,0,8,8
WH_Bengaluru,SKU2,806,806,0,8,8
WH_Bengaluru,SKU2,806,805,0,8,8
WH_Bengaluru,SKU2,805,804,0,8,8
WH_Bengaluru,SKU2,804,804,0,8,8
WH_Bengaluru,SKU2,804,803,0,8,8
WH_Bengaluru,SKU2,803,801,0,8,8
WH_Bengaluru,SKU2,801,801,0,8,8
WH_Bengaluru,SKU2,801,800,0,8,8
WH_Bengaluru,SKU2,800,800,0,8,8
WH_Bengaluru,SKU2,800,799,0,8,8
WH_Bengaluru,SKU2,799,799,0,8,8
WH_Bengaluru,SKU2,799,798,0,8,8
WH_Bengaluru,SKU2,798,798,0,8,8
WH_Bengaluru,SKU2,798,796,0,8,8
WH_Bengaluru,SKU2,796,795,0,8,8
WH_Bengaluru,SKU2,795,794,0,8,8
WH_Bengaluru,SKU2,794,793,0,8,8
WH_Bengaluru,SKU2,793,792,0,8,8
WH_Bengaluru,SKU2,792,792,0,8,8
WH_Bengaluru,SKU2,792,791,0,8,8
WH_Bengaluru,SKU2,791,791,0,8,8
WH_Bengaluru,SKU2,791,790,0,8,8
WH_Bengaluru,SKU2,790,789,0,8,8
WH_Bengaluru,SKU2,789,788,0,8,8
WH_Bengaluru,SKU2,788,787,0,8,8
WH_Bengaluru,SKU2,787,787,0,8,8
WH_Bengaluru,SKU2,787,786,0,8,8
WH_Chennai,SKU3,23,20,59,54,54
WH_Chennai,SKU3,20,17,118,54,54
WH_Chennai,SKU3,17,15,177,54,54
WH_Chennai,SKU3,15,11,236,54,54
WH_Chennai,SKU3,11,8,295,54,54
WH_Chennai,SKU3,8,2,360,54,54
WH_Chennai,SKU3,2,0,427,54,54
WH_Chennai,SKU3,0,0,494,54,54
WH_Chennai,SKU3,0,0,561,54,54
WH_Chennai,SKU3,0,0,628,54,54
WH_Chennai,SKU3,0,0,695,54,54
WH_Chennai,SKU3,0,0,762,54,54
WH_Chennai,SKU3,0,0,829,54,54
WH_Chennai,SKU3,0,59,770,54,54
WH_Chennai,SKU3,59,116,711,54,54
WH_Chennai,SKU3,116,171,652,54,54
WH_Chennai,SKU3,171,227,593,54,54
WH_Chennai,SKU3,227,282,534,54,54
WH_Chennai,SKU3,282,342,469,54,54
WH_Chennai,SKU3,342,405,402,54,54
WH_Chennai,SKU3,405,470,335,54,54
WH_Chennai,SKU3,470,534,268,54,54
WH_Chennai,SKU3,534,598,201,54,54
WH_Chennai,SKU3,598,661,134,54,54
WH_Chennai,SKU3,661,725,67,54,54
WH_Chennai,SKU3,725,790,0,54,54
WH_Chennai,SKU3,790,787,0,54,54
WH_Chennai,SKU3,787,780,0,54,54
WH_Chennai,SKU3,780,778,0,54,54
WH_Chennai,SKU3,778,777,0,54,54
WH_Chennai,SKU3,777,776,0,54,54
WH_Chennai,SKU3,776,776,0,54,54
WH_Chennai,SKU3,776,771,0,54,54
WH_Chennai,SKU3,771,765,0,54,54
WH_Chennai,SKU3,765,763,0,54,54
WH_Chennai,SKU3,763,755,0,54,54
WH_Chennai,SKU3,755,754,0,54,54
WH_Chennai,SKU3,754,748,0,54,54
WH_Chennai,SKU3,748,745,0,54,54
WH_Chennai,SKU3,745,743,0,54,54
WH_Chennai,SKU3,743,739,0,54,54
WH_Chennai,SKU3,739,737,0,54,54
WH_Chennai,SKU3,737,737,0,54,54
WH_Chennai,SKU3,737,735,0,54,54
WH_Chennai,SKU3,735,732,0,54,54
WH_Chennai,SKU3,732,729,0,54,54
WH_Chennai,SKU3,729,727,0,54,54
WH_Chennai,SKU3,727,725,0,54,54
WH_Chennai,SKU3,725,723,0,54,54
