shipment_id,order_id,origin_lat,origin_lng,destination_lat,destination_lng,status,event_timestamp,estimated_delivery_date,actual_delivery_date,delay_hours,shipping_carrier,shipping_time_days,shipping_cost
SHP-ORD-SKU0-20250812-fe82d4,ORD-SKU0-20250812-fe82d4,19.06911496492073,72.88653109777148,19.06522310507009,72.87750710209195,delivered,2025-08-12,2025-08-20,2025-08-20,0.0,ShipRocket,7.0,5.55
SHP-ORD-SKU0-20250813-e93573,ORD-SKU0-20250813-e93573,19.048404026007272,72.88833374849571,18.986964005079667,72.8989709904187,delivered,2025-08-13,2025-08-15,2025-08-15,0.0,BlueDart,1.0,4.77
SHP-ORD-SKU0-20250814-75f667,ORD-SKU0-20250814-75f667,19.068276302156857,72.88349633173215,19.084566117985965,72.893215546811,delivered,2025-08-14,2025-08-23,2025-08-26,72.0,FedEx,8.0,7.46
SHP-ORD-SKU0-20250815-5d52d0,ORD-SKU0-20250815-5d52d0,19.068159641250062,72.88378638829874,19.01105310877849,72.98453031635495,delivered,2025-08-15,2025-08-21,2025-08-21,0.0,BlueDart,5.0,6.98
SHP-ORD-SKU0-20250816-cf2e9b,ORD-SKU0-20250816-cf2e9b,19.07407676086928,72.88283907849659,19.083055849966257,72.90037058346027,delivered,2025-08-16,2025-08-21,2025-08-21,0.0,BlueDart,4.0,5.02
SHP-ORD-SKU0-20250817-778435,ORD-SKU0-20250817-778435,19.071647777671995,72.88520586853836,19.081446529365223,72.90105483942703,delivered,2025-08-17,2025-08-21,2025-08-21,0.0,FedEx,3.0,3.55
SHP-ORD-SKU0-20250818-590d27,ORD-SKU0-20250818-590d27,19.065321970784208,72.87412897630193,19.105041141683166,72.9020869407471,delivered,2025-08-18,2025-08-20,2025-08-20,0.0,ShipRocket,1.0,3.91
SHP-ORD-SKU0-20250819-e1e6b5,ORD-SKU0-20250819-e1e6b5,19.06945924316873,72.85939367103144,19.09501937314497,72.92807659828959,delivered,2025-08-19,2025-08-24,2025-08-25,24.0,ShipRocket,4.0,4.19
SHP-ORD-SKU0-20250820-ea148e,ORD-SKU0-20250820-ea148e,19.07794607455237,72.87876178767823,19.054468465599307,72.86899690289913,delivered,2025-08-20,2025-08-24,2025-08-26,48.0,FedEx,3.0,5.3
SHP-ORD-SKU0-20250821-b96d10,ORD-SKU0-20250821-b96d10,19.061492880822566,72.87453246670601,19.03607011382108,72.86877382031751,delivered,2025-08-21,2025-08-23,2025-08-23,0.0,BlueDart,1.0,3.16
SHP-ORD-SKU0-20250822-02f773,ORD-SKU0-20250822-02f773,19.0643455732978,72.87914867664658,19.033606930039955,72.8437342535165,delivered,2025-08-22,2025-08-27,2025-08-27,0.0,BlueDart,4.0,6.19
SHP-ORD-SKU0-20250823-e24296,ORD-SKU0-20250823-e24296,19.07806724047245,72.88528938600122,19.097144168601915,72.91711920229231,delivered,2025-08-23,2025-08-26,2025-08-26,0.0,ShipRocket,2.0,4.94
SHP-ORD-SKU0-20250824-dfca57,ORD-SKU0-20250824-dfca57,19.07731458400781,72.86841020045678,18.969509532439076,72.94321056109264,delivered,2025-08-24,2025-08-29,2025-08-29,0.0,Delhivery,4.0,6.56
SHP-ORD-SKU0-20250825-84b72a,ORD-SKU0-20250825-84b72a,19.08710302361983,72.86586593811734,19.0056585144411,72.92949031044728,delivered,2025-08-25,2025-08-29,2025-08-29,0.0,Delhivery,3.0,4.64
SHP-ORD-SKU0-20250826-54fcbc,ORD-SKU0-20250826-54fcbc,19.07266180510244,72.87662697855997,19.09504765139296,72.79808317095655,delivered,2025-08-26,2025-08-29,2025-08-29,0.0,Delhivery,2.0,4.38
SHP-ORD-SKU0-20250827-c1a006,ORD-SKU0-20250827-c1a006,19.065272569742604,72.88009246864111,19.1689767032301,72.83412323906178,delivered,2025-08-27,2025-08-30,2025-08-30,0.0,BlueDart,2.0,5.03
SHP-ORD-SKU0-20250828-aa2814,ORD-SKU0-20250828-aa2814,19.09229009603349,72.88391571889856,19.073809579231312,72.90277073859367,delivered,2025-08-28,2025-09-04,2025-09-04,0.0,BlueDart,6.0,6.06
SHP-ORD-SKU0-20250829-0552ae,ORD-SKU0-20250829-0552ae,19.065767722338567,72.86975573946532,19.01065370624541,72.82725976218089,delivered,2025-08-29,2025-09-05,2025-09-05,0.0,ShipRocket,6.0,6.72
SHP-ORD-SKU0-20250830-a21a7e,ORD-SKU0-20250830-a21a7e,19.08315658244758,72.87950583206609,19.09041851828666,72.84854400881711,delivered,2025-08-30,2025-09-05,2025-09-08,72.0,Delhivery,5.0,6.53
SHP-ORD-SKU0-20250831-097b05,ORD-SKU0-20250831-097b05,19.059924401356312,72.87007275221434,19.021467283866947,72.8230775971589,delivered,2025-08-31,2025-09-03,2025-09-03,0.0,ShipRocket,2.0,5.61
SHP-ORD-SKU0-20250901-fd5a15,ORD-SKU0-20250901-fd5a15,19.08418187136106,72.88613372622157,19.11215432516081,72.89796281376539,delivered,2025-09-01,2025-09-03,2025-09-03,0.0,ShipRocket,1.0,5.1
SHP-ORD-SKU0-20250902-87162f,ORD-SKU0-20250902-87162f,19.06741550059625,72.8889558777104,19.053766730600262,72.85007892571815,delivered,2025-09-02,2025-09-05,2025-09-05,0.0,ShipRocket,2.0,3.57
SHP-ORD-SKU0-20250903-f42312,ORD-SKU0-20250903-f42312,19.069914139139936,72.87858657590962,19.079779924510216,72.84770398113791,delivered,2025-09-03,2025-09-06,2025-09-06,0.0,FedEx,2.0,5.79
SHP-ORD-SKU0-20250904-9be0e0,ORD-SKU0-20250904-9be0e0,19.07229409476928,72.89873806092127,19.058643106732976,72.91699433152043,delivered,2025-09-04,2025-09-07,2025-09-08,24.0,Delhivery,2.0,3.56
SHP-ORD-SKU0-20250905-dab3d7,ORD-SKU0-20250905-dab3d7,19.081897220927413,72.86687632661229,19.12132465184328,72.87570069213042,delivered,2025-09-05,2025-09-08,2025-09-08,0.0,Delhivery,2.0,3.26
SHP-ORD-SKU0-20250906-5e30c7,ORD-SKU0-20250906-5e30c7,19.072459592890592,72.87196398227104,19.07755240765369,72.9494149898458,delivered,2025-09-06,2025-09-10,2025-09-10,0.0,FedEx,3.0,6.43
SHP-ORD-SKU0-20250907-a2051b,ORD-SKU0-20250907-a2051b,19.08235729536157,72.88619085450452,19.17099685418341,72.99251263395318,delivered,2025-09-07,2025-09-09,2025-09-09,0.0,FedEx,1.0,2.96
SHP-ORD-SKU0-20250909-1dd5c2,ORD-SKU0-20250909-1dd5c2,19.077846527759046,72.87599820333494,19.012143162332343,72.93035796255471,delivered,2025-09-09,2025-09-11,2025-09-11,0.0,Delhivery,1.0,3.41
SHP-ORD-SKU0-20250910-0b8f3b,ORD-SKU0-20250910-0b8f3b,19.067633720707093,72.89353225529693,19.12013293533566,72.87764322508013,delivered,2025-09-10,2025-09-19,2025-09-19,0.0,FedEx,8.0,8.94
SHP-ORD-SKU0-20250911-73462e,ORD-SKU0-20250911-73462e,19.07147909667167,72.86925283538244,19.030574794191143,72.9134458955551,delivered,2025-09-11,2025-09-13,2025-09-14,24.0,ShipRocket,1.0,3.19
SHP-ORD-SKU0-20250912-b53e84,ORD-SKU0-20250912-b53e84,19.063888280707197,72.88500764119067,19.064601934099013,72.83731067022083,delivered,2025-09-12,2025-09-14,2025-09-14,0.0,BlueDart,1.0,4.37
SHP-ORD-SKU0-20250913-120563,ORD-SKU0-20250913-120563,19.08138977975701,72.88179028053743,19.01511428417289,72.85425422075265,delivered,2025-09-13,2025-09-15,2025-09-15,0.0,ShipRocket,1.0,5.21
SHP-ORD-SKU0-20250914-03bc03,ORD-SKU0-20250914-03bc03,19.07426468170965,72.87217678326424,19.03094365113722,72.90445755697273,delivered,2025-09-14,2025-09-18,2025-09-18,0.0,Delhivery,3.0,6.29
SHP-ORD-SKU0-20250915-202c09,ORD-SKU0-20250915-202c09,19.06464539106302,72.86393270297496,19.04143433619136,72.8766257634257,delivered,2025-09-15,2025-09-17,2025-09-17,0.0,FedEx,1.0,3.48
SHP-ORD-SKU0-20250916-a956ed,ORD-SKU0-20250916-a956ed,19.083130611809267,72.8873013850648,19.02284250538649,72.87825107813183,delivered,2025-09-16,2025-09-18,2025-09-18,0.0,BlueDart,1.0,4.3
SHP-ORD-SKU0-20250917-dee536,ORD-SKU0-20250917-dee536,19.09274492433348,72.87587098342885,18.9944898956158,72.75411779894021,delivered,2025-09-17,2025-09-19,2025-09-19,0.0,Delhivery,1.0,5.44
SHP-ORD-SKU0-20250918-456dc3,ORD-SKU0-20250918-456dc3,19.08654128676019,72.8926358276931,19.134915674222125,72.8645890669819,delivered,2025-09-18,2025-09-26,2025-09-26,0.0,FedEx,7.0,7.16
SHP-ORD-SKU0-20250919-430a2b,ORD-SKU0-20250919-430a2b,19.091337277099164,72.87096376858968,19.07966891266099,72.93284237096388,delivered,2025-09-19,2025-09-21,2025-09-21,0.0,BlueDart,1.0,3.56
SHP-ORD-SKU0-20250920-983bff,ORD-SKU0-20250920-983bff,19.076438749637607,72.88148666234252,19.093495115309597,72.81711071103956,delivered,2025-09-20,2025-09-24,2025-09-26,48.0,BlueDart,3.0,3.7
SHP-ORD-SKU0-20250921-f96994,ORD-SKU0-20250921-f96994,19.069721167855583,72.86470418763072,19.111207788749542,72.9052740153553,delivered,2025-09-21,2025-09-23,2025-09-23,0.0,FedEx,1.0,3.02
SHP-ORD-SKU0-20250922-fd9895,ORD-SKU0-20250922-fd9895,19.08322387928328,72.86875467310864,19.154446979939912,72.90363584164527,delivered,2025-09-22,2025-09-28,2025-09-28,0.0,BlueDart,5.0,4.55
