date,sku_id,price,discount_percent,competitor_price,web_traffic,units_sold
2025-09-07,SKU0,61.61,12.5,64.69,429,72
2025-09-08,SKU0,69.44,0.0,74.94,252,0
2025-09-09,SKU0,70.06,0.0,63.4,277,20
2025-09-10,SKU0,68.79,0.0,70.86,269,29
2025-09-11,SKU0,69.5,0.0,73.47,265,33
2025-09-12,SKU0,50.18,27.53,69.78,402,70
2025-09-13,SKU0,68.38,0.0,72.2,271,33
2025-09-14,SKU0,71.2,0.0,60.72,284,29
2025-09-15,SKU0,72.0,0.0,69.24,251,30
2025-09-16,SKU0,69.42,0.0,65.31,280,23
2025-09-17,SKU0,70.01,0.0,70.58,287,11
2025-09-18,SKU0,68.72,0.0,70.7,273,19
2025-09-19,SKU0,68.19,0.0,69.82,299,23
2025-09-20,SKU0,69.94,0.0,68.05,279,37
2025-09-21,SKU0,68.2,0.0,64.77,272,36
2025-09-22,SKU0,70.71,0.0,64.31,256,19
2025-09-23,SKU0,67.19,0.0,65.91,279,34
2025-09-24,SKU0,69.8,0.0,75.38,261,34
2025-09-25,SKU0,71.58,0.0,74.25,247,25
2025-09-26,SKU0,66.57,0.0,76.33,255,18
2025-09-27,SKU0,68.89,0.0,66.09,262,31
2025-09-28,SKU0,68.39,0.0,73.99,263,40
2025-09-29,SKU0,68.87,0.0,69.92,276,38
2025-09-30,SKU0,69.71,0.0,74.46,263,29
2025-10-01,SKU0,73.65,0.0,67.81,279,30
2025-10-02,SKU0,69.83,0.0,73.74,278,29
2025-10-03,SKU0,70.56,0.0,72.96,238,25
2025-10-04,SKU0,72.46,0.0,67.38,241,30
2025-10-05,SKU0,69.25,0.0,67.28,280,43
2025-10-06,SKU0,70.79,0.0,63.7,262,29
2025-10-07,SKU0,70.45,0.0,69.59,261,29
2025-10-08,SKU0,71.06,0.0,66.39,263,28
2025-10-09,SKU0,68.41,0.0,67.6,266,16
2025-10-10,SKU0,72.37,0.0,72.78,248,31
2025-10-11,SKU0,66.14,0.0,72.65,288,33
2025-10-12,SKU0,69.06,0.0,75.84,268,43
2025-10-13,SKU0,68.16,0.0,73.98,270,32
2025-10-14,SKU0,71.39,0.0,69.7,296,23
2025-10-15,SKU0,56.74,21.17,72.43,379,66
2025-10-16,SKU0,68.17,0.0,70.15,275,28
2025-10-17,SKU0,68.05,0.0,73.81,279,30
2025-10-18,SKU0,72.14,0.0,70.73,256,28
2025-10-19,SKU0,66.95,0.0,68.29,272,38
2025-10-20,SKU0,67.14,0.0,69.18,282,17
2025-10-21,SKU0,68.62,0.0,66.8,232,26
2025-10-22,SKU0,70.03,0.0,68.23,262,32
2025-10-23,SKU0,68.61,0.0,69.99,278,25
2025-10-24,SKU0,69.5,0.0,69.23,250,32
2025-10-25,SKU0,68.84,0.0,69.5,262,40
2025-10-26,SKU0,71.9,0.0,73.44,303,37
2025-10-27,SKU0,70.75,0.0,68.15,240,19
2025-10-28,SKU0,68.23,0.0,67.39,255,25
2025-10-29,SKU0,69.27,0.0,66.81,241,23
2025-10-30,SKU0,69.16,0.0,73.57,260,24
2025-10-31,SKU0,69.41,0.0,66.2,268,26
2025-11-01,SKU0,71.21,0.0,66.3,301,35
2025-11-02,SKU0,69.28,0.0,65.43,271,32
2025-11-03,SKU0,69.05,0.0,70.11,293,20
2025-11-04,SKU0,71.32,0.0,65.11,247,25
2025-11-05,SKU0,68.64,0.0,65.68,265,33
2025-11-06,SKU0,69.92,0.0,66.04,292,28
2025-11-07,SKU0,67.3,0.0,69.17,268,26
2025-11-08,SKU0,69.7,0.0,75.01,246,26
2025-11-09,SKU0,67.65,0.0,67.17,300,33
2025-11-10,SKU0,70.61,0.0,73.83,270,28
2025-11-11,SKU0,69.09,0.0,71.63,269,22
2025-11-12,SKU0,67.39,0.0,67.89,231,27
2025-11-13,SKU0,69.77,0.0,72.3,280,21
2025-11-14,SKU0,70.96,0.0,66.25,231,22
2025-11-15,SKU0,71.4,0.0,71.18,236,35
2025-05-20,SKU1,15.57,0.0,13.56,228,25
2025-05-21,SKU1,14.44,0.0,14.45,250,21
2025-05-22,SKU1,14.46,0.0,15.47,224,7
2025-05-23,SKU1,14.86,0.0,14.31,261,0
2025-05-24,SKU1,11.28,23.4,14.9,346,0
2025-05-25,SKU1,14.55,0.0,15.26,236,0
2025-05-26,SKU1,15.25,0.0,14.57,237,0
2025-05-27,SKU1,10.92,24.7,14.65,391,0
2025-05-28,SKU1,15.02,0.0,15.76,252,0
2025-05-29,SKU1,15.02,0.0,14.28,252,0
2025-05-30,SKU1,14.49,0.0,14.21,250,0
2025-05-31,SKU1,14.93,0.0,15.52,232,0
2025-06-01,SKU1,14.7,0.0,13.26,267,0
2025-06-02,SKU1,15.09,0.0,13.95,234,0
2025-06-03,SKU1,14.71,0.0,14.43,256,0
2025-06-04,SKU1,14.77,0.0,16.26,246,0
2025-06-05,SKU1,14.75,0.0,15.52,234,0
2025-06-06,SKU1,14.79,0.0,13.3,214,0
2025-06-07,SKU1,14.89,0.0,14.03,231,0
2025-06-08,SKU1,14.85,0.0,14.46,245,0
2025-06-09,SKU1,14.51,0.0,16.24,246,0
2025-06-10,SKU1,14.81,0.0,14.12,250,0
2025-06-11,SKU1,14.92,0.0,13.82,240,0
2025-06-12,SKU1,14.52,0.0,13.78,261,0
2025-06-13,SKU1,15.1,0.0,13.75,238,0
2025-06-14,SKU1,15.08,0.0,14.52,272,0
2025-06-15,SKU1,15.59,0.0,15.3,241,0
2025-06-16,SKU1,12.68,14.51,14.9,361,0
2025-06-17,SKU1,15.15,0.0,14.77,240,0
2025-06-18,SKU1,15.03,0.0,16.41,231,0
2025-06-19,SKU1,14.59,0.0,13.45,253,0
2025-06-20,SKU1,15.14,0.0,14.1,224,19
2025-06-21,SKU1,14.43,0.0,14.14,265,36
2025-06-22,SKU1,15.05,0.0,14.93,224,22
2025-06-23,SKU1,14.85,0.0,16.88,246,27
2025-06-24,SKU1,10.49,29.09,15.86,327,76
2025-06-25,SKU1,14.83,0.0,16.05,251,22
2025-06-26,SKU1,14.52,0.0,16.28,231,22
2025-06-27,SKU1,14.73,0.0,16.41,232,21
2025-06-28,SKU1,15.18,0.0,14.89,271,31
2025-06-29,SKU1,14.69,0.0,14.77,230,26
2025-06-30,SKU1,14.94,0.0,14.77,250,32
2025-07-01,SKU1,14.7,0.0,14.75,255,30
2025-07-02,SKU1,14.58,0.0,16.32,241,24
2025-07-03,SKU1,14.76,0.0,15.28,232,19
2025-07-04,SKU1,14.45,0.0,14.29,268,24
2025-07-05,SKU1,14.74,0.0,13.27,254,31
2025-07-06,SKU1,14.66,0.0,14.11,258,23
2025-07-07,SKU1,14.83,0.0,14.46,243,31
2025-07-08,SKU1,14.87,0.0,15.14,224,14
2025-07-09,SKU1,14.72,0.0,14.6,242,25
2025-07-10,SKU1,14.58,0.0,15.27,250,28
2025-07-11,SKU1,14.73,0.0,15.1,243,22
2025-07-12,SKU1,14.98,0.0,14.92,243,20
2025-07-13,SKU1,15.08,0.0,16.51,254,24
2025-07-14,SKU1,14.7,0.0,15.08,235,21
2025-07-15,SKU1,14.84,0.0,14.79,231,29
2025-07-16,SKU1,14.7,0.0,13.61,267,35
2025-07-17,SKU1,15.23,0.0,15.64,247,27
2025-07-18,SKU1,15.05,0.0,14.19,243,36
2025-07-19,SKU1,14.88,0.0,13.94,250,25
2025-07-20,SKU1,14.84,0.0,14.36,220,28
2025-07-21,SKU1,15.23,0.0,16.07,249,31
2025-07-22,SKU1,11.6,22.24,14.96,363,54
2025-07-23,SKU1,14.8,0.0,15.24,243,21
2025-07-24,SKU1,14.82,0.0,13.86,236,24
2025-07-25,SKU1,14.7,0.0,14.58,260,26
2025-07-26,SKU1,14.85,0.0,15.8,261,41
2025-07-27,SKU1,15.01,0.0,15.11,234,31
2025-07-28,SKU1,14.76,0.0,13.83,261,24
2025-07-29,SKU1,14.68,0.0,14.48,258,23
2025-07-30,SKU1,14.62,0.0,14.9,249,32
2025-07-31,SKU1,14.58,0.0,13.33,240,20
2025-08-01,SKU1,14.7,0.0,14.82,219,23
2025-08-02,SKU1,14.8,0.0,14.28,258,20
2025-08-03,SKU1,15.02,0.0,14.07,239,29
2025-08-04,SKU1,14.48,0.0,15.3,225,27
2025-08-05,SKU1,14.69,0.0,14.84,224,22
2025-08-06,SKU1,14.49,0.0,15.83,271,19
2025-08-07,SKU1,14.86,0.0,14.52,272,24
2025-08-08,SKU1,14.0,0.0,15.89,240,18
2025-08-09,SKU1,14.64,0.0,14.1,240,30
2025-08-10,SKU1,15.21,0.0,14.68,281,29
2025-08-11,SKU1,14.7,0.0,16.03,272,25
2025-08-12,SKU1,14.25,0.0,14.87,243,25
2025-08-13,SKU1,14.86,0.0,14.74,264,20
2025-08-14,SKU1,14.48,0.0,15.61,248,17
2025-08-15,SKU1,15.54,0.0,14.76,234,35
2025-08-16,SKU1,13.37,9.87,14.6,367,71
2025-08-17,SKU1,14.92,0.0,15.28,271,32
2025-08-18,SKU1,14.85,0.0,15.18,218,31
2025-08-19,SKU1,14.54,0.0,13.99,257,22
2025-08-20,SKU1,14.7,0.0,15.27,223,22
2025-08-21,SKU1,14.67,0.0,14.58,240,32
2025-08-22,SKU1,15.28,0.0,15.09,245,30
2025-08-23,SKU1,14.92,0.0,14.4,269,32
2025-08-24,SKU1,14.61,0.0,15.15,257,22
2025-08-25,SKU1,14.84,0.0,15.29,260,21
2025-08-26,SKU1,15.04,0.0,13.26,231,28
2025-08-27,SKU1,15.56,0.0,15.18,267,28
2025-08-28,SKU1,14.37,0.0,15.17,235,29
2025-08-29,SKU1,15.02,0.0,13.5,287,17
2025-08-30,SKU1,14.9,0.0,14.43,231,28
2025-08-31,SKU1,14.91,0.0,13.38,254,21
2025-09-01,SKU1,14.82,0.0,14.31,264,19
2025-09-02,SKU1,14.95,0.0,14.1,223,25
2025-09-03,SKU1,15.19,0.0,16.34,261,19
2025-09-04,SKU1,14.63,0.0,15.43,247,15
2025-09-05,SKU1,14.09,0.0,14.56,239,24
2025-09-06,SKU1,14.59,0.0,14.26,219,31
2025-09-07,SKU1,14.16,0.0,14.39,265,20
2025-09-08,SKU1,14.25,0.0,14.48,252,34
2025-09-09,SKU1,14.77,0.0,14.39,233,25
2025-09-10,SKU1,14.79,0.0,15.01,225,26
2025-09-11,SKU1,14.32,0.0,15.41,246,29
2025-09-12,SKU1,14.92,0.0,14.81,257,26
2025-09-13,SKU1,14.94,0.0,16.81,256,33
2025-09-14,SKU1,15.08,0.0,13.63,237,29
2025-09-15,SKU1,14.16,0.0,15.85,219,21
2025-09-16,SKU1,14.69,0.0,15.3,247,22
2025-09-17,SKU1,14.89,0.0,14.14,251,29
2025-09-18,SKU1,14.79,0.0,14.9,262,33
2025-09-19,SKU1,14.9,0.0,14.07,268,21
2025-09-20,SKU1,14.93,0.0,15.36,230,41
2025-09-21,SKU1,14.59,0.0,14.95,247,41
2025-09-22,SKU1,14.33,0.0,14.88,241,16
2025-09-23,SKU1,14.68,0.0,13.95,229,23
2025-09-24,SKU1,14.76,0.0,15.13,246,24
2025-09-25,SKU1,14.91,0.0,14.45,286,26
2025-09-26,SKU1,14.83,0.0,15.23,265,19
2025-09-27,SKU1,14.41,0.0,13.7,258,27
2025-09-28,SKU1,15.19,0.0,14.74,245,24
2025-09-29,SKU1,14.35,0.0,14.84,234,25
2025-09-30,SKU1,15.07,0.0,14.83,251,23
2025-10-01,SKU1,14.71,0.0,14.19,229,22
2025-10-02,SKU1,14.42,0.0,14.07,226,17
2025-10-03,SKU1,14.64,0.0,14.89,249,18
2025-10-04,SKU1,14.81,0.0,14.9,246,20
2025-10-05,SKU1,14.56,0.0,14.05,269,33
2025-10-06,SKU1,14.99,0.0,13.94,223,34
2025-10-07,SKU1,14.91,0.0,14.3,244,19
2025-10-08,SKU1,14.88,0.0,15.55,251,23
2025-10-09,SKU1,14.88,0.0,15.23,230,31
2025-10-10,SKU1,14.63,0.0,14.95,239,23
2025-10-11,SKU1,15.27,0.0,14.77,262,35
2025-10-12,SKU1,14.63,0.0,14.63,250,34
2025-10-13,SKU1,14.64,0.0,15.92,244,30
2025-10-14,SKU1,14.87,0.0,14.62,244,17
2025-10-15,SKU1,15.32,0.0,14.4,231,27
2025-10-16,SKU1,14.9,0.0,14.7,234,22
2025-10-17,SKU1,14.12,0.0,15.41,234,28
2025-10-18,SKU1,14.72,0.0,15.55,234,24
2025-10-19,SKU1,14.54,0.0,15.53,243,33
2025-10-20,SKU1,14.11,0.0,14.46,233,28
2025-10-21,SKU1,14.73,0.0,15.51,232,23
2025-10-22,SKU1,12.54,17.07,15.73,355,63
2025-10-23,SKU1,15.38,0.0,13.7,241,23
2025-10-24,SKU1,14.66,0.0,16.18,276,26
2025-10-25,SKU1,14.99,0.0,14.03,254,25
2025-10-26,SKU1,15.38,0.0,15.08,274,23
2025-10-27,SKU1,14.41,0.0,15.16,251,28
2025-10-28,SKU1,15.18,0.0,15.51,250,30
2025-10-29,SKU1,15.31,0.0,15.05,246,27
2025-10-30,SKU1,14.6,0.0,15.13,265,18
2025-10-31,SKU1,14.16,0.0,14.45,250,19
2025-11-01,SKU1,15.02,0.0,14.54,255,29
2025-11-02,SKU1,14.51,0.0,14.81,229,31
2025-11-03,SKU1,14.52,0.0,14.55,236,20
2025-11-04,SKU1,14.52,0.0,14.26,269,20
2025-11-05,SKU1,15.48,0.0,14.7,237,18
2025-11-06,SKU1,14.85,0.0,15.63,253,29
2025-11-07,SKU1,14.89,0.0,15.35,251,29
2025-11-08,SKU1,14.58,0.0,14.34,262,38
2025-11-09,SKU1,15.34,0.0,15.12,260,26
2025-11-10,SKU1,14.37,0.0,14.23,252,23
2025-11-11,SKU1,14.3,0.0,15.14,247,30
2025-11-12,SKU1,14.71,0.0,15.72,247,19
2025-11-13,SKU1,14.98,0.0,15.06,226,29
2025-11-14,SKU1,15.15,0.0,14.92,244,33
2025-11-15,SKU1,14.85,0.0,14.26,240,33
2025-05-20,SKU2,11.67,0.0,10.94,2,0
2025-05-21,SKU2,11.15,0.0,11.4,3,0
2025-05-22,SKU2,11.07,0.0,11.14,5,0
2025-05-23,SKU2,9.46,17.51,10.62,9,0
2025-05-24,SKU2,11.57,0.0,12.25,4,0
2025-05-25,SKU2,11.35,0.0,11.84,4,0
2025-05-26,SKU2,11.17,0.0,11.31,4,1
2025-05-27,SKU2,11.52,0.0,11.09,5,0
2025-05-28,SKU2,11.39,0.0,12.5,5,0
2025-05-29,SKU2,11.4,0.0,11.21,3,0
2025-05-30,SKU2,11.6,0.0,11.58,4,0
2025-05-31,SKU2,11.82,0.0,11.69,6,0
2025-06-01,SKU2,11.49,0.0,10.82,9,2
2025-06-02,SKU2,11.27,0.0,11.17,6,0
2025-06-03,SKU2,11.15,0.0,10.71,8,2
2025-06-04,SKU2,11.16,0.0,11.43,6,1
2025-06-05,SKU2,11.45,0.0,11.55,6,0
2025-06-06,SKU2,11.03,0.0,11.54,7,1
2025-06-07,SKU2,11.22,0.0,11.31,11,0
2025-06-08,SKU2,11.43,0.0,11.05,8,0
2025-06-09,SKU2,11.24,0.0,10.84,4,1
2025-06-10,SKU2,10.89,0.0,12.43,8,0
2025-06-11,SKU2,11.65,0.0,10.91,8,0
2025-06-12,SKU2,10.98,0.0,10.54,9,0
2025-06-13,SKU2,11.21,0.0,10.94,9,0
2025-06-14,SKU2,11.29,0.0,12.44,9,0
2025-06-15,SKU2,11.37,0.0,11.26,2,2
2025-06-16,SKU2,11.0,0.0,11.01,5,0
2025-06-17,SKU2,11.79,0.0,11.04,5,0
2025-06-18,SKU2,11.21,0.0,11.51,6,0
2025-06-19,SKU2,10.8,0.0,10.35,5,1
2025-06-20,SKU2,9.3,13.71,11.6,10,2
2025-06-21,SKU2,11.61,0.0,11.7,6,2
2025-06-22,SKU2,11.16,0.0,10.56,8,0
2025-06-23,SKU2,11.52,0.0,10.81,4,0
2025-06-24,SKU2,11.15,0.0,11.29,2,0
2025-06-25,SKU2,11.45,0.0,11.26,5,0
2025-06-26,SKU2,11.64,0.0,11.33,6,1
2025-06-27,SKU2,11.15,0.0,10.28,3,0
2025-06-28,SKU2,11.1,0.0,11.35,3,0
2025-06-29,SKU2,11.28,0.0,12.37,2,0
2025-06-30,SKU2,11.45,0.0,11.21,4,0
2025-07-01,SKU2,11.59,0.0,11.43,6,0
2025-07-02,SKU2,11.48,0.0,12.09,7,1
2025-07-03,SKU2,11.54,0.0,11.24,5,2
2025-07-04,SKU2,10.94,0.0,11.79,3,1
2025-07-05,SKU2,11.71,0.0,10.61,5,0
2025-07-06,SKU2,11.31,0.0,10.2,5,0
2025-07-07,SKU2,11.45,0.0,11.19,4,0
2025-07-08,SKU2,10.83,0.0,11.33,7,3
2025-07-09,SKU2,11.01,0.0,11.57,9,0
2025-07-10,SKU2,11.2,0.0,11.4,7,0
2025-07-11,SKU2,11.3,0.0,12.3,8,0
2025-07-12,SKU2,11.25,0.0,11.23,2,1
2025-07-13,SKU2,9.13,21.07,10.83,9,0
2025-07-14,SKU2,11.66,0.0,11.87,7,0
2025-07-15,SKU2,11.43,0.0,11.05,5,0
2025-07-16,SKU2,11.31,0.0,12.65,2,0
2025-07-17,SKU2,11.35,0.0,12.07,6,0
2025-07-18,SKU2,11.31,0.0,11.27,5,0
2025-07-19,SKU2,11.49,0.0,10.1,4,0
2025-07-20,SKU2,11.11,0.0,10.59,3,0
2025-07-21,SKU2,11.35,0.0,11.05,2,2
2025-07-22,SKU2,11.06,0.0,12.12,6,0
2025-07-23,SKU2,11.41,0.0,11.73,3,0
2025-07-24,SKU2,11.44,0.0,10.23,4,0
2025-07-25,SKU2,10.85,0.0,11.66,4,0
2025-07-26,SKU2,11.17,0.0,11.11,5,1
2025-07-27,SKU2,11.59,0.0,10.81,6,1
2025-07-28,SKU2,11.82,0.0,11.74,4,0
2025-07-29,SKU2,11.1,0.0,11.36,3,0
2025-07-30,SKU2,11.46,0.0,11.63,3,0
2025-07-31,SKU2,11.31,0.0,11.13,7,1
2025-08-01,SKU2,11.45,0.0,13.23,6,0
2025-08-02,SKU2,11.63,0.0,11.32,3,1
2025-08-03,SKU2,11.28,0.0,12.36,3,0
2025-08-04,SKU2,11.66,0.0,11.9,4,1
2025-08-05,SKU2,11.27,0.0,11.03,4,0
2025-08-06,SKU2,11.22,0.0,11.97,9,1
2025-08-07,SKU2,11.01,0.0,12.56,3,1
2025-08-08,SKU2,11.31,0.0,10.79,9,0
2025-08-09,SKU2,10.94,0.0,11.57,9,0
2025-08-10,SKU2,11.28,0.0,11.17,3,1
2025-08-11,SKU2,11.4,0.0,11.31,4,1
2025-08-12,SKU2,11.1,0.0,11.7,5,1
2025-08-13,SKU2,10.92,0.0,10.78,2,0
2025-08-14,SKU2,11.65,0.0,11.92,5,0
2025-08-15,SKU2,11.71,0.0,9.73,5,0
2025-08-16,SKU2,11.19,0.0,11.96,6,0
2025-08-17,SKU2,11.12,0.0,12.05,3,1
2025-08-18,SKU2,10.87,0.0,11.33,3,0
2025-08-19,SKU2,11.45,0.0,11.56,5,1
2025-08-20,SKU2,10.94,0.0,11.43,4,1
2025-08-21,SKU2,11.26,0.0,11.92,1,0
2025-08-22,SKU2,11.51,0.0,11.92,7,0
2025-08-23,SKU2,11.25,0.0,10.31,5,1
2025-08-24,SKU2,11.45,0.0,11.24,10,1
2025-08-25,SKU2,11.13,0.0,12.31,5,0
2025-08-26,SKU2,11.39,0.0,11.17,3,0
2025-08-27,SKU2,11.36,0.0,11.5,4,1
2025-08-28,SKU2,11.62,0.0,11.19,4,0
2025-08-29,SKU2,11.06,0.0,9.84,8,1
2025-08-30,SKU2,11.11,0.0,11.56,2,1
2025-08-31,SKU2,11.16,0.0,10.73,5,2
2025-09-01,SKU2,9.61,14.59,11.73,4,1
2025-09-02,SKU2,11.56,0.0,11.48,5,0
2025-09-03,SKU2,11.55,0.0,10.35,2,1
2025-09-04,SKU2,11.02,0.0,11.73,3,0
2025-09-05,SKU2,11.1,0.0,11.63,5,0
2025-09-06,SKU2,11.73,0.0,11.6,6,1
2025-09-07,SKU2,11.18,0.0,11.37,6,1
2025-09-08,SKU2,11.55,0.0,11.26,4,1
2025-09-09,SKU2,11.26,0.0,11.24,5,2
2025-09-10,SKU2,11.2,0.0,11.31,10,0
2025-09-11,SKU2,11.41,0.0,11.75,5,0
2025-09-12,SKU2,11.48,0.0,11.15,7,0
2025-09-13,SKU2,10.47,0.0,11.3,4,0
2025-09-14,SKU2,10.9,0.0,10.62,7,2
2025-09-15,SKU2,11.41,0.0,11.12,1,1
2025-09-16,SKU2,11.63,0.0,11.37,4,1
2025-09-17,SKU2,11.17,0.0,11.27,4,0
2025-09-18,SKU2,11.09,0.0,11.22,4,0
2025-09-19,SKU2,11.28,0.0,10.45,8,0
2025-09-20,SKU2,11.28,0.0,11.87,3,2
2025-09-21,SKU2,11.15,0.0,11.4,3,0
2025-09-22,SKU2,11.72,0.0,11.59,6,0
2025-09-23,SKU2,11.34,0.0,12.35,3,1
2025-09-24,SKU2,11.05,0.0,10.43,3,0
2025-09-25,SKU2,11.18,0.0,11.9,9,1
2025-09-26,SKU2,11.09,0.0,10.5,8,1
2025-09-27,SKU2,11.6,0.0,11.41,4,3
2025-09-28,SKU2,11.42,0.0,10.12,4,0
2025-09-29,SKU2,11.56,0.0,11.72,3,0
2025-09-30,SKU2,11.42,0.0,11.75,9,0
2025-10-01,SKU2,11.34,0.0,11.82,7,1
2025-10-02,SKU2,11.24,0.0,10.42,4,1
2025-10-03,SKU2,11.59,0.0,11.65,8,1
