po_id,sku_id,vendor_id,po_date,po_qty,promised_delivery_date,inspection_results,manufacturing_costs,actual_receipt_qty
PO-SKU2-20250528-a4287,SKU2,Supplier 1,2025-05-28,88.0,2025-06-07,pass,30.688019348284204,88.0
PO-SKU2-20250529-5786e,SKU2,Supplier 1,2025-05-29,88.0,2025-06-08,pass,30.688019348284204,88.0
PO-SKU3-20250520-6858e,SKU3,Supplier 5,2025-05-20,59.0,2025-06-02,pass,35.62474139712503,59.0
PO-SKU3-20250521-b389b,SKU3,Supplier 5,2025-05-21,59.0,2025-06-03,pass,35.62474139712503,59.0
PO-SKU3-20250522-777de,SKU3,Supplier 5,2025-05-22,59.0,2025-06-04,pass,35.62474139712503,59.0
PO-SKU3-20250523-b5971,SKU3,Supplier 5,2025-05-23,59.0,2025-06-05,pass,35.62474139712503,59.0
PO-SKU3-20250524-c21aa,SKU3,Supplier 5,2025-05-24,59.0,2025-06-06,pass,35.62474139712503,59.0
PO-SKU3-20250525-3cb81,SKU3,Supplier 5,2025-05-25,65.0,2025-06-07,pass,35.62474139712503,65.0
PO-SKU3-20250526-85dc7,SKU3,Supplier 5,2025-05-26,67.0,2025-06-08,pass,35.62474139712503,67.0
PO-SKU3-20250527-d3488,SKU3,Supplier 5,2025-05-27,67.0,2025-06-09,pass,35.62474139712503,67.0
PO-SKU3-20250528-49083,SKU3,Supplier 5,2025-05-28,67.0,2025-06-10,pass,35.62474139712503,67.0
PO-SKU3-20250529-baf48,SKU3,Supplier 5,2025-05-29,67.0,2025-06-11,pass,35.62474139712503,67.0
PO-SKU3-20250530-6d326,SKU3,Supplier 5,2025-05-30,67.0,2025-06-12,pass,35.62474139712503,67.0
PO-SKU3-20250531-417ae,SKU3,Supplier 5,2025-05-31,67.0,2025-06-13,pass,35.62474139712503,67.0
PO-SKU3-20250601-64ce2,SKU3,Supplier 5,2025-06-01,67.0,2025-06-14,pass,35.62474139712503,67.0
PO-SKU4-20250520-c30e9,SKU4,Supplier 1,2025-05-20,349.0,2025-05-23,pass,92.06516059871284,349.0
PO-SKU4-20250521-22d2d,SKU4,Supplier 1,2025-05-21,349.0,2025-05-24,pass,92.06516059871284,349.0
PO-SKU4-20250522-07ac4,SKU4,Supplier 1,2025-05-22,349.0,2025-05-25,pass,92.06516059871284,349.0
PO-SKU4-20250623-e09b8,SKU4,Supplier 1,2025-06-23,243.0,2025-06-26,pass,92.06516059871284,243.0
PO-SKU4-20250624-003a0,SKU4,Supplier 1,2025-06-24,271.0,2025-06-27,pass,92.06516059871284,271.0
PO-SKU4-20250625-e7ddb,SKU4,Supplier 1,2025-06-25,294.0,2025-06-28,pass,92.06516059871284,294.0
PO-SKU4-20250721-9dedf,SKU4,Supplier 1,2025-07-21,235.0,2025-07-24,pass,92.06516059871284,235.0
PO-SKU4-20250722-dde16,SKU4,Supplier 1,2025-07-22,260.0,2025-07-25,pass,92.06516059871284,260.0
PO-SKU4-20250723-816e0,SKU4,Supplier 1,2025-07-23,292.0,2025-07-26,pass,92.06516059871284,292.0
PO-SKU4-20250814-68bb2,SKU4,Supplier 1,2025-08-14,226.0,2025-08-17,pass,92.06516059871284,226.0
PO-SKU4-20250815-5f887,SKU4,Supplier 1,2025-08-15,250.0,2025-08-18,pass,92.06516059871284,250.0
PO-SKU4-20250816-d1f8e,SKU4,Supplier 1,2025-08-16,290.0,2025-08-19,pass,92.06516059871284,290.0
PO-SKU4-20250907-85d9b,SKU4,Supplier 1,2025-09-07,229.0,2025-09-10,pass,92.06516059871284,229.0
PO-SKU4-20250908-9ea84,SKU4,Supplier 1,2025-09-08,256.0,2025-09-11,pass,92.06516059871284,256.0
PO-SKU4-20250909-713fa,SKU4,Supplier 1,2025-09-09,349.0,2025-09-12,pass,92.06516059871284,349.0
PO-SKU4-20251002-5375f,SKU4,Supplier 1,2025-10-02,245.0,2025-10-05,pass,92.06516059871284,245.0
PO-SKU4-20251003-8d256,SKU4,Supplier 1,2025-10-03,271.0,2025-10-06,pass,92.06516059871284,271.0
PO-SKU4-20251004-2af31,SKU4,Supplier 1,2025-10-04,307.0,2025-10-07,pass,92.06516059871284,307.0
PO-SKU4-20251025-72225,SKU4,Supplier 1,2025-10-25,247.0,2025-10-28,pass,92.06516059871284,247.0
PO-SKU4-20251026-a6558,SKU4,Supplier 1,2025-10-26,274.0,2025-10-29,pass,92.06516059871284,274.0
PO-SKU4-20251027-bf9aa,SKU4,Supplier 1,2025-10-27,299.0,2025-10-30,pass,92.06516059871284,299.0
PO-SKU5-20250520-2c4dd,SKU5,Supplier 4,2025-05-20,117.0,2025-06-16,pass,56.7664755574318,117.0
PO-SKU5-20250521-b783f,SKU5,Supplier 4,2025-05-21,126.0,2025-06-17,pass,56.7664755574318,126.0
PO-SKU5-20250522-25aac,SKU5,Supplier 4,2025-05-22,137.0,2025-06-18,pass,56.7664755574318,137.0
PO-SKU5-20250523-3d1bf,SKU5,Supplier 4,2025-05-23,141.0,2025-06-19,pass,56.7664755574318,141.0
PO-SKU5-20250524-6ff1a,SKU5,Supplier 4,2025-05-24,151.0,2025-06-20,pass,56.7664755574318,151.0
PO-SKU5-20250525-8c87e,SKU5,Supplier 4,2025-05-25,156.0,2025-06-21,pass,56.7664755574318,156.0
PO-SKU5-20250526-01585,SKU5,Supplier 4,2025-05-26,163.0,2025-06-22,pass,56.7664755574318,163.0
PO-SKU5-20250527-dfa15,SKU5,Supplier 4,2025-05-27,166.0,2025-06-23,pass,56.7664755574318,166.0
PO-SKU5-20250528-19df1,SKU5,Supplier 4,2025-05-28,173.0,2025-06-24,pass,56.7664755574318,173.0
PO-SKU5-20250529-46273,SKU5,Supplier 4,2025-05-29,176.0,2025-06-25,pass,56.7664755574318,176.0
PO-SKU5-20250530-bbd18,SKU5,Supplier 4,2025-05-30,181.0,2025-06-26,pass,56.7664755574318,181.0
PO-SKU5-20250531-a4618,SKU5,Supplier 4,2025-05-31,190.0,2025-06-27,pass,56.7664755574318,190.0
PO-SKU5-20250601-50d6c,SKU5,Supplier 4,2025-06-01,194.0,2025-06-28,pass,56.7664755574318,194.0
PO-SKU5-20250602-a6cd4,SKU5,Supplier 4,2025-06-02,198.0,2025-06-29,pass,56.7664755574318,198.0
PO-SKU5-20250603-4aeac,SKU5,Supplier 4,2025-06-03,200.0,2025-06-30,pass,56.7664755574318,200.0
PO-SKU5-20250604-801a2,SKU5,Supplier 4,2025-06-04,200.0,2025-07-01,pass,56.7664755574318,200.0
PO-SKU5-20250605-d1f47,SKU5,Supplier 4,2025-06-05,200.0,2025-07-02,fail,56.7664755574318,200.0
PO-SKU5-20250606-a935c,SKU5,Supplier 4,2025-06-06,200.0,2025-07-03,pass,56.7664755574318,200.0
PO-SKU5-20250607-2fa9b,SKU5,Supplier 4,2025-06-07,200.0,2025-07-04,pass,56.7664755574318,200.0
PO-SKU5-20250608-fe2cf,SKU5,Supplier 4,2025-06-08,200.0,2025-07-05,pass,56.7664755574318,200.0
PO-SKU5-20250609-fe7b6,SKU5,Supplier 4,2025-06-09,200.0,2025-07-06,pass,56.7664755574318,200.0
PO-SKU5-20250610-e27ca,SKU5,Supplier 4,2025-06-10,200.0,2025-07-07,pass,56.7664755574318,200.0
PO-SKU5-20250611-fd983,SKU5,Supplier 4,2025-06-11,200.0,2025-07-08,pass,56.7664755574318,200.0
PO-SKU5-20250612-ce1f6,SKU5,Supplier 4,2025-06-12,200.0,2025-07-09,pass,56.7664755574318,200.0
PO-SKU5-20250613-17841,SKU5,Supplier 4,2025-06-13,200.0,2025-07-10,pass,56.7664755574318,200.0
PO-SKU5-20250614-011c2,SKU5,Supplier 4,2025-06-14,200.0,2025-07-11,pass,56.7664755574318,200.0
PO-SKU5-20250615-6e7c9,SKU5,Supplier 4,2025-06-15,200.0,2025-07-12,pass,56.7664755574318,200.0
PO-SKU5-20250616-d7283,SKU5,Supplier 4,2025-06-16,83.0,2025-07-13,pass,56.7664755574318,83.0
PO-SKU6-20250520-d56a1,SKU6,Supplier 3,2025-05-20,58.0,2025-06-04,pass,1.0850685695870688,58.0
PO-SKU6-20250521-653bb,SKU6,Supplier 3,2025-05-21,58.0,2025-06-05,pass,1.0850685695870688,58.0
PO-SKU6-20250522-53de7,SKU6,Supplier 3,2025-05-22,58.0,2025-06-06,pass,1.0850685695870688,58.0
PO-SKU6-20250523-1c093,SKU6,Supplier 3,2025-05-23,58.0,2025-06-07,pass,1.0850685695870688,58.0
PO-SKU6-20250524-74e86,SKU6,Supplier 3,2025-05-24,58.0,2025-06-08,pass,1.0850685695870688,58.0
PO-SKU6-20250525-46373,SKU6,Supplier 3,2025-05-25,58.0,2025-06-09,pass,1.0850685695870688,58.0
PO-SKU6-20250526-fcbbc,SKU6,Supplier 3,2025-05-26,58.0,2025-06-10,pass,1.0850685695870688,58.0
PO-SKU6-20250527-5392e,SKU6,Supplier 3,2025-05-27,58.0,2025-06-11,pass,1.0850685695870688,58.0
PO-SKU6-20250528-534f5,SKU6,Supplier 3,2025-05-28,58.0,2025-06-12,fail,1.0850685695870688,58.0
PO-SKU6-20250529-84e4b,SKU6,Supplier 3,2025-05-29,58.0,2025-06-13,pass,1.0850685695870688,58.0
PO-SKU6-20250530-5f53d,SKU6,Supplier 3,2025-05-30,58.0,2025-06-14,pass,1.0850685695870688,58.0
PO-SKU6-20250531-dd36d,SKU6,Supplier 3,2025-05-31,58.0,2025-06-15,pass,1.0850685695870688,58.0
PO-SKU6-20250601-6466e,SKU6,Supplier 3,2025-06-01,58.0,2025-06-16,pass,1.0850685695870688,58.0
PO-SKU6-20250602-7df97,SKU6,Supplier 3,2025-06-02,58.0,2025-06-17,pass,1.0850685695870688,58.0
PO-SKU6-20250603-4b30e,SKU6,Supplier 3,2025-06-03,58.0,2025-06-18,pass,1.0850685695870688,58.0
PO-SKU7-20250520-f1eb5,SKU7,Supplier 4,2025-05-20,330.0,2025-06-06,pass,99.46610860359912,330.0
PO-SKU7-20250521-805d8,SKU7,Supplier 4,2025-05-21,346.0,2025-06-07,pass,99.46610860359912,346.0
PO-SKU7-20250522-3f7f8,SKU7,Supplier 4,2025-05-22,365.0,2025-06-08,pass,99.46610860359912,365.0
PO-SKU7-20250523-aca66,SKU7,Supplier 4,2025-05-23,377.0,2025-06-09,pass,99.46610860359912,377.0
PO-SKU7-20250524-695a2,SKU7,Supplier 4,2025-05-24,389.0,2025-06-10,pass,99.46610860359912,389.0
PO-SKU7-20250525-9e345,SKU7,Supplier 4,2025-05-25,403.0,2025-06-11,pass,99.46610860359912,403.0
PO-SKU7-20250526-9858e,SKU7,Supplier 4,2025-05-26,409.0,2025-06-12,pass,99.46610860359912,409.0
PO-SKU7-20250527-d2b64,SKU7,Supplier 4,2025-05-27,409.0,2025-06-13,pass,99.46610860359912,409.0
PO-SKU7-20250528-0a179,SKU7,Supplier 4,2025-05-28,409.0,2025-06-14,pass,99.46610860359912,409.0
PO-SKU7-20250529-163ea,SKU7,Supplier 4,2025-05-29,409.0,2025-06-15,pass,99.46610860359912,409.0
PO-SKU7-20250530-aa94f,SKU7,Supplier 4,2025-05-30,409.0,2025-06-16,pass,99.46610860359912,409.0
PO-SKU7-20250531-4ce40,SKU7,Supplier 4,2025-05-31,409.0,2025-06-17,pass,99.46610860359912,409.0
PO-SKU7-20250601-a2fd1,SKU7,Supplier 4,2025-06-01,409.0,2025-06-18,pass,99.46610860359912,409.0
PO-SKU7-20250602-d6a95,SKU7,Supplier 4,2025-06-02,409.0,2025-06-19,pass,99.46610860359912,409.0
PO-SKU7-20250603-22e0c,SKU7,Supplier 4,2025-06-03,409.0,2025-06-20,pass,99.46610860359912,409.0
PO-SKU7-20250604-64e4f,SKU7,Supplier 4,2025-06-04,409.0,2025-06-21,pass,99.46610860359912,409.0
PO-SKU7-20250605-af482,SKU7,Supplier 4,2025-06-05,409.0,2025-06-22,pass,99.46610860359912,409.0
PO-SKU7-20250606-2fad3,SKU7,Supplier 4,2025-06-06,79.0,2025-06-23,pass,99.46610860359912,79.0
PO-SKU8-20250520-123b9,SKU8,Supplier 4,2025-05-20,102.0,2025-05-30,pass,11.423027139565695,102.0
PO-SKU8-20250521-79e14,SKU8,Supplier 4,2025-05-21,102.0,2025-05-31,pass,11.423027139565695,102.0
PO-SKU8-20250522-9646b,SKU8,Supplier 4,2025-05-22,102.0,2025-06-01,pass,11.423027139565695,102.0
PO-SKU8-20250523-bf580,SKU8,Supplier 4,2025-05-23,102.0,2025-06-02,pass,11.423027139565695,102.0
PO-SKU8-20250524-7a2ab,SKU8,Supplier 4,2025-05-24,102.0,2025-06-03,pass,11.423027139565695,102.0
PO-SKU8-20250525-2c0dd,SKU8,Supplier 4,2025-05-25,102.0,2025-06-04,pass,11.423027139565695,102.0
PO-SKU8-20250526-291fb,SKU8,Supplier 4,2025-05-26,102.0,2025-06-05,pass,11.423027139565695,102.0
PO-SKU8-20250527-7e38c,SKU8,Supplier 4,2025-05-27,102.0,2025-06-06,pass,11.423027139565695,102.0
PO-SKU8-20250528-affeb,SKU8,Supplier 4,2025-05-28,102.0,2025-06-07,pass,11.423027139565695,102.0
PO-SKU8-20250529-2920d,SKU8,Supplier 4,2025-05-29,102.0,2025-06-08,pass,11.423027139565695,102.0
PO-SKU8-20251105-b6519,SKU8,Supplier 4,2025-11-05,33.0,2025-11-15,pass,11.423027139565695,33.0
PO-SKU8-20251106-c14c5,SKU8,Supplier 4,2025-11-06,38.0,2025-11-16,fail,11.423027139565695,38.0
PO-SKU8-20251107-6238a,SKU8,Supplier 4,2025-11-07,43.0,2025-11-17,pass,11.423027139565695,43.0
PO-SKU8-20251108-630d6,SKU8,Supplier 4,2025-11-08,48.0,2025-11-18,pass,11.423027139565695,48.0
PO-SKU8-20251109-1310c,SKU8,Supplier 4,2025-11-09,49.0,2025-11-19,pass,11.423027139565695,49.0
PO-SKU8-20251110-88a11,SKU8,Supplier 4,2025-11-10,55.0,2025-11-20,pass,11.423027139565695,55.0
PO-SKU8-20251111-c40c0,SKU8,Supplier 4,2025-11-11,58.0,2025-11-21,pass,11.423027139565695,58.0
PO-SKU8-20251112-50837,SKU8,Supplier 4,2025-11-12,60.0,2025-11-22,pass,11.423027139565695,60.0
PO-SKU8-20251113-b1292,SKU8,Supplier 4,2025-11-13,66.0,2025-11-23,pass,11.423027139565695,66.0
PO-SKU8-20251114-e33e7,SKU8,Supplier 4,2025-11-14,70.0,2025-11-24,pass,11.423027139565695,70.0
PO-SKU8-20251115-9bb4d,SKU8,Supplier 4,2025-11-15,38.0,2025-11-25,pass,11.423027139565695,38.0
PO-SKU9-20250520-4179b,SKU9,Supplier 2,2025-05-20,1333.0,2025-06-16,pass,47.95760163495158,1333.0
PO-SKU9-20250521-1444f,SKU9,Supplier 2,2025-05-21,1333.0,2025-06-17,pass,47.95760163495158,1333.0
PO-SKU9-20250522-9ae9e,SKU9,Supplier 2,2025-05-22,1333.0,2025-06-18,pass,47.95760163495158,1333.0
PO-SKU9-20250523-ad852,SKU9,Supplier 2,2025-05-23,1333.0,2025-06-19,pass,47.95760163495158,1333.0
PO-SKU9-20250524-37bca,SKU9,Supplier 2,2025-05-24,1333.0,2025-06-20,pass,47.95760163495158,1333.0
PO-SKU9-20250525-c0f58,SKU9,Supplier 2,2025-05-25,1333.0,2025-06-21,pass,47.95760163495158,1333.0
PO-SKU9-20250526-2f258,SKU9,Supplier 2,2025-05-26,1333.0,2025-06-22,pass,47.95760163495158,1333.0
PO-SKU9-20250527-5e25e,SKU9,Supplier 2,2025-05-27,1333.0,2025-06-23,pass,47.95760163495158,1333.0
PO-SKU9-20250528-c4b96,SKU9,Supplier 2,2025-05-28,1333.0,2025-06-24,pass,47.95760163495158,1333.0
PO-SKU9-20250529-4288e,SKU9,Supplier 2,2025-05-29,1333.0,2025-06-25,pass,47.95760163495158,1333.0
PO-SKU9-20250530-88234,SKU9,Supplier 2,2025-05-30,1333.0,2025-06-26,pass,47.95760163495158,1333.0
PO-SKU9-20250531-11e47,SKU9,Supplier 2,2025-05-31,1333.0,2025-06-27,pass,47.95760163495158,1333.0
PO-SKU9-20250601-b35d4,SKU9,Supplier 2,2025-06-01,1333.0,2025-06-28,pass,47.95760163495158,1333.0
PO-SKU9-20250602-3602d,SKU9,Supplier 2,2025-06-02,1333.0,2025-06-29,pass,47.95760163495158,1333.0
PO-SKU9-20250603-abdfa,SKU9,Supplier 2,2025-06-03,1333.0,2025-06-30,pass,47.95760163495158,1333.0
PO-SKU9-20250604-4034e,SKU9,Supplier 2,2025-06-04,1333.0,2025-07-01,pass,47.95760163495158,1333.0
PO-SKU9-20250605-4df24,SKU9,Supplier 2,2025-06-05,1333.0,2025-07-02,pass,47.95760163495158,1333.0
PO-SKU9-20250606-cb97c,SKU9,Supplier 2,2025-06-06,1333.0,2025-07-03,pass,47.95760163495158,1333.0
PO-SKU9-20250607-68360,SKU9,Supplier 2,2025-06-07,1333.0,2025-07-04,pass,47.95760163495158,1333.0
PO-SKU9-20250608-70a5f,SKU9,Supplier 2,2025-06-08,1333.0,2025-07-05,pass,47.95760163495158,1333.0
PO-SKU9-20250609-712df,SKU9,Supplier 2,2025-06-09,1333.0,2025-07-06,pass,47.95760163495158,1333.0
PO-SKU9-20250610-a9b20,SKU9,Supplier 2,2025-06-10,1333.0,2025-07-07,pass,47.95760163495158,1333.0
PO-SKU9-20250611-b198f,SKU9,Supplier 2,2025-06-11,1333.0,2025-07-08,pass,47.95760163495158,1333.0
PO-SKU9-20250612-615fa,SKU9,Supplier 2,2025-06-12,1333.0,2025-07-09,pass,47.95760163495158,1333.0
PO-SKU9-20250613-1fac0,SKU9,Supplier 2,2025-06-13,1333.0,2025-07-10,pass,47.95760163495158,1333.0
PO-SKU9-20250614-dcef9,SKU9,Supplier 2,2025-06-14,1333.0,2025-07-11,pass,47.95760163495158,1333.0
PO-SKU9-20250615-ca323,SKU9,Supplier 2,2025-06-15,1333.0,2025-07-12,pass,47.95760163495158,1333.0
PO-SKU10-20250520-387ea,SKU10,Supplier 5,2025-05-20,775.0,2025-06-02,pass,96.52735278531092,775.0
PO-SKU10-20250521-38aa9,SKU10,Supplier 5,2025-05-21,797.0,2025-06-03,pass,96.52735278531092,797.0
PO-SKU10-20250522-bc7c3,SKU10,Supplier 5,2025-05-22,797.0,2025-06-04,pass,96.52735278531092,797.0
PO-SKU10-20250523-3ace3,SKU10,Supplier 5,2025-05-23,797.0,2025-06-05,pass,96.52735278531092,797.0
PO-SKU10-20250524-25c84,SKU10,Supplier 5,2025-05-24,797.0,2025-06-06,pass,96.52735278531092,797.0
PO-SKU10-20250525-48975,SKU10,Supplier 5,2025-05-25,797.0,2025-06-07,pass,96.52735278531092,797.0
PO-SKU10-20250526-311e6,SKU10,Supplier 5,2025-05-26,797.0,2025-06-08,pass,96.52735278531092,797.0
PO-SKU10-20250527-df510,SKU10,Supplier 5,2025-05-27,797.0,2025-06-09,pass,96.52735278531092,797.0
PO-SKU10-20250528-54204,SKU10,Supplier 5,2025-05-28,797.0,2025-06-10,pass,96.52735278531092,797.0
PO-SKU10-20250529-bf2f6,SKU10,Supplier 5,2025-05-29,797.0,2025-06-11,pass,96.52735278531092,797.0
PO-SKU10-20250530-2ff51,SKU10,Supplier 5,2025-05-30,797.0,2025-06-12,pass,96.52735278531092,797.0
PO-SKU10-20250531-cfbf1,SKU10,Supplier 5,2025-05-31,797.0,2025-06-13,pass,96.52735278531092,797.0
PO-SKU10-20250601-d3ae4,SKU10,Supplier 5,2025-06-01,797.0,2025-06-14,pass,96.52735278531092,797.0
PO-SKU11-20250520-e2cf7,SKU11,Supplier 2,2025-05-20,1143.0,2025-06-12,pass,27.592363086663696,1143.0
PO-SKU11-20250521-8e370,SKU11,Supplier 2,2025-05-21,1152.0,2025-06-13,pass,27.592363086663696,1152.0
PO-SKU11-20250522-8f5d3,SKU11,Supplier 2,2025-05-22,1152.0,2025-06-14,pass,27.592363086663696,1152.0
PO-SKU11-20250523-d3b0c,SKU11,Supplier 2,2025-05-23,1152.0,2025-06-15,pass,27.592363086663696,1152.0
PO-SKU11-20250524-d5025,SKU11,Supplier 2,2025-05-24,1152.0,2025-06-16,pass,27.592363086663696,1152.0
PO-SKU11-20250525-7269d,SKU11,Supplier 2,2025-05-25,1152.0,2025-06-17,pass,27.592363086663696,1152.0
PO-SKU11-20250526-921f8,SKU11,Supplier 2,2025-05-26,1152.0,2025-06-18,pass,27.592363086663696,1152.0
PO-SKU11-20250527-392c0,SKU11,Supplier 2,2025-05-27,1152.0,2025-06-19,pass,27.592363086663696,1152.0
PO-SKU11-20250528-d4107,SKU11,Supplier 2,2025-05-28,1152.0,2025-06-20,pass,27.592363086663696,1152.0
